Model,Gen,Block,Attn_Norm,MLP_Norm,Total_Norm
SmolLM_CtrlA,1,10,181.4953000639755,314.67786417720106,496.17316424117655
SmolLM_CtrlA,1,11,182.9687012969619,313.71537097243896,496.6840722694009
SmolLM_CtrlA,1,12,179.5837390632501,312.15229093244693,491.73602999569704
SmolLM_CtrlA,1,13,184.50680670032204,308.96888116968995,493.475687870012
SmolLM_CtrlA,1,14,173.62282187933633,308.84106387327284,482.46388575260914
SmolLM_CtrlA,1,15,173.15563244340336,310.1486412794678,483.3042737228712
SmolLM_CtrlA,1,16,182.7462032565588,312.75570475912184,495.50190801568067
SmolLM_CtrlA,1,17,170.43144069262132,312.5557044102299,482.98714510285123
SmolLM_CtrlA,1,18,166.54982802405937,308.23869289379456,474.78852091785393
SmolLM_CtrlA,1,19,181.14868261967501,311.46830007743165,492.61698269710666
SmolLM_CtrlA,1,20,175.02297979702908,311.72793062921875,486.75091042624786
SmolLM_CtrlA,1,21,174.1880038732845,313.9768726554553,488.1648765287398
SmolLM_CtrlA,1,22,180.9170439915505,316.14453528014684,497.0615792716974
SmolLM_CtrlA,1,23,196.1885627360512,317.0202822770177,513.2088450130689
SmolLM_CtrlA,1,24,185.4326411511654,320.43800589973716,505.87064705090256
SmolLM_CtrlA,1,25,189.2981711676631,321.244914235035,510.5430854026981
SmolLM_CtrlA,1,26,192.95193373083555,321.0493719332745,514.0013056641101
SmolLM_CtrlA,1,27,179.6412114291985,323.04422950851483,502.68544093771334
SmolLM_CtrlA,1,28,187.04100460151446,324.4462229129814,511.4872275144959
SmolLM_CtrlA,1,29,186.75553900127366,310.84244149970897,497.59798050098266
SmolLM_CtrlA,2,0,212.4952290077926,306.85020266410123,519.3454316718938
SmolLM_CtrlA,2,1,190.6108377167419,306.9665278475,497.5773655642419
SmolLM_CtrlA,2,2,182.08832393880655,305.2445292814435,487.33285322025006
SmolLM_CtrlA,2,3,182.18670802786698,307.58683669717567,489.77354472504265
SmolLM_CtrlA,2,4,182.3360531526798,304.67091621534865,487.0069693680284
SmolLM_CtrlA,2,5,176.76634250826712,304.5240234519684,481.2903659602355
SmolLM_CtrlA,2,6,179.0977134605489,308.6911950578604,487.7889085184093
SmolLM_CtrlA,2,7,170.1802360561902,309.3537555837168,479.533991639907
SmolLM_CtrlA,2,8,170.07720271339278,311.10000150675023,481.17720422014304
SmolLM_CtrlA,2,9,174.96169781733659,314.150873760324,489.11257157766056
SmolLM_CtrlA,2,10,181.49534109141928,314.67798520868917,496.17332630010844
SmolLM_CtrlA,2,11,182.96878469256717,313.7153305048225,496.68411519738964
SmolLM_CtrlA,2,12,179.58371459259607,312.1522721615606,491.73598675415667
SmolLM_CtrlA,2,13,184.5068000842889,308.9688874911194,493.4756875754083
SmolLM_CtrlA,2,14,173.62280008393014,308.8410480631582,482.46384814708836
SmolLM_CtrlA,2,15,173.1556253936578,310.14863498208405,483.3042603757418
SmolLM_CtrlA,2,16,182.74619724476315,312.7556766571152,495.50187390187835
SmolLM_CtrlA,2,17,170.43141347538824,312.5556919124574,482.98710538784565
SmolLM_CtrlA,2,18,166.5497950419502,308.23869289379456,474.7884879357448
SmolLM_CtrlA,2,19,181.14865094787314,311.4682875360267,492.61693848389984
SmolLM_CtrlA,2,20,175.0229546887172,311.7279118327793,486.7508665214965
SmolLM_CtrlA,2,21,174.1879919597466,313.97690375846116,488.16489571820773
SmolLM_CtrlA,2,22,180.917029147471,316.1445569029696,497.0615860504406
SmolLM_CtrlA,2,23,196.18856646930587,317.02030384010897,513.2088703094148
SmolLM_CtrlA,2,24,185.43262271876375,320.43801504249615,505.8706377612599
SmolLM_CtrlA,2,25,189.2981524667997,321.24489903537767,510.5430515021774
SmolLM_CtrlA,2,26,192.9519229758494,321.0493749750574,514.0012979509067
SmolLM_CtrlA,2,27,179.641208711107,323.0442264855154,502.6854351966224
SmolLM_CtrlA,2,28,187.04103331764196,324.44621990304495,511.4872532206869
SmolLM_CtrlA,2,29,186.75553900127366,310.84238494975233,497.597923951026
SmolLM_CtrlA,3,0,212.49523123383062,306.8501294657133,519.3453606995439
SmolLM_CtrlA,3,1,190.61081658299852,306.9664642208494,497.5772808038479
SmolLM_CtrlA,3,2,182.08829913435028,305.2444397016103,487.3327388359606
SmolLM_CtrlA,3,3,182.18668859703533,307.5867922483425,489.7734808453778
SmolLM_CtrlA,3,4,182.3360591779983,304.6708873676233,487.00694654562164
SmolLM_CtrlA,3,5,176.7663300779273,304.5239561081361,481.2902861860634
SmolLM_CtrlA,3,6,179.09769642092343,308.6911381138111,487.7888345347345
SmolLM_CtrlA,3,7,170.1802403599912,309.3536861344956,479.53392649448676
SmolLM_CtrlA,3,8,170.0772263986367,311.0998759442054,481.1771023428421
SmolLM_CtrlA,3,9,174.9617089804938,314.1507463085994,489.1124552890932
SmolLM_CtrlA,3,10,181.4953000639755,314.67777107602467,496.17307114000016
SmolLM_CtrlA,3,11,182.96872064474573,313.7153491821846,496.68406982693034
SmolLM_CtrlA,3,12,179.58376897182274,312.15233785965785,491.7361068314806
SmolLM_CtrlA,3,13,184.50682721002326,308.9689475446926,493.47577475471587
SmolLM_CtrlA,3,14,173.6228570332115,308.84110814158953,482.46396517480105
SmolLM_CtrlA,3,15,173.15566557720362,310.1486916585334,483.30435723573703
SmolLM_CtrlA,3,16,182.7462286396938,312.7557422284601,495.50197086815393
SmolLM_CtrlA,3,17,170.43146576112164,312.55573565465886,482.98720141578053
SmolLM_CtrlA,3,18,166.54983608635172,308.2387214076129,474.7885574939646
SmolLM_CtrlA,3,19,181.14868666288336,311.46834083699423,492.6170274998776
SmolLM_CtrlA,3,20,175.02302582892486,311.7279807530517,486.7510065819766
SmolLM_CtrlA,3,21,174.1880269995616,313.97692864086366,488.16495564042526
SmolLM_CtrlA,3,22,180.917058160898,316.14457852579096,497.061636686689
SmolLM_CtrlA,3,23,196.1885764246513,317.0203223227574,513.2088987474087
SmolLM_CtrlA,3,24,185.4326576086653,320.4380485659436,505.87070617460887
SmolLM_CtrlA,3,25,189.29817568166433,321.2449628739336,510.5431385555979
SmolLM_CtrlA,3,26,192.95195587345214,321.0494327689273,514.0013886423794
SmolLM_CtrlA,3,27,179.64125355961184,323.0442627615061,502.6855163211179
SmolLM_CtrlA,3,28,187.04102940180664,324.4462439825356,511.4872733843422
SmolLM_CtrlA,3,29,186.75556449311122,310.84245720802846,497.5980217011397
SmolLM_CtrlA,4,0,212.49531248420232,306.850228124406,519.3455406086083
SmolLM_CtrlA,4,1,190.61085821006662,306.96652148483554,497.57737969490216
SmolLM_CtrlA,4,2,182.08833198349436,305.2445132850466,487.33284526854095
SmolLM_CtrlA,4,3,182.18670333766642,307.58683669717567,489.7735400348421
SmolLM_CtrlA,4,4,182.33606855071557,304.67094506307126,487.00701361378685
SmolLM_CtrlA,4,5,176.7663535574573,304.52403307251467,481.290386629972
SmolLM_CtrlA,4,6,179.09771618688882,308.69122036632336,487.7889365532122
SmolLM_CtrlA,4,7,170.18024681569244,309.3537871515395,479.53403396723195
SmolLM_CtrlA,4,8,170.0772328582481,311.1000391755038,481.17727203375193
SmolLM_CtrlA,4,9,174.96170060812594,314.1509514747648,489.1126520828907
SmolLM_CtrlA,4,10,181.49531486075955,314.6780224491377,496.17333730989725
SmolLM_CtrlA,4,11,182.96871864325095,313.7154176658361,496.6841363090871
SmolLM_CtrlA,4,12,179.5837825666268,312.15234724509924,491.7361298117261
SmolLM_CtrlA,4,13,184.50685301254734,308.9689696696903,493.47582268223766
SmolLM_CtrlA,4,14,173.62286125167603,308.84113976181186,482.46400101348786
SmolLM_CtrlA,4,15,173.1556733319219,310.14873259151807,483.30440592343996
SmolLM_CtrlA,4,16,182.74624133126002,312.75578906512663,495.50203039638666
SmolLM_CtrlA,4,17,170.43148581591922,312.5557637746423,482.98724959056153
SmolLM_CtrlA,4,18,166.5498500121285,308.23877526704035,474.78862527916885
SmolLM_CtrlA,4,19,181.1486940754318,311.4683910026024,492.61708507803417
SmolLM_CtrlA,4,20,175.0230244340191,311.72800268222613,486.75102711624527
SmolLM_CtrlA,4,21,174.18803540911614,313.97695352326417,488.1649889323803
SmolLM_CtrlA,4,22,180.91706760712904,316.1446155934812,497.0616832006102
SmolLM_CtrlA,4,23,196.18859260208657,317.0203562076101,513.2089488096967
SmolLM_CtrlA,4,24,185.43266682486464,320.43807294663037,505.870739771495
SmolLM_CtrlA,4,25,189.29820663481271,321.24499327324156,510.54319990805425
SmolLM_CtrlA,4,26,192.95196662843645,321.04945710318526,514.0014237316217
SmolLM_CtrlA,4,27,179.64125763674807,323.0443171754845,502.6855748122325
SmolLM_CtrlA,4,28,187.0410307070851,324.44629214151144,511.48732284859653
SmolLM_CtrlA,4,29,186.7555834485779,310.8424980496554,497.5980814982333
SmolLM_CtrlA,5,0,212.4952402815978,306.85019629902473,519.3454365806225
SmolLM_CtrlA,5,1,190.61082170633046,306.9665087595062,497.57733046583667
SmolLM_CtrlA,5,2,182.08829779356876,305.244516484326,487.3328142778948
SmolLM_CtrlA,5,3,182.18667988666186,307.5868176476765,489.7734975343384
SmolLM_CtrlA,5,4,182.3360518137201,304.67091942065133,487.00697123437146
SmolLM_CtrlA,5,5,176.766326625055,304.5240426930606,481.2903693181156
SmolLM_CtrlA,5,6,179.09771823164374,308.69120771209214,487.7889259437359
SmolLM_CtrlA,5,7,170.18024609839233,309.3537997786677,479.53404587706
SmolLM_CtrlA,5,8,170.07720989073977,311.100051731754,481.17726162249375
SmolLM_CtrlA,5,9,174.9617040966126,314.15098566911263,489.11268976572524
SmolLM_CtrlA,5,10,181.49525836394116,314.6781155502397,496.17337391418084
SmolLM_CtrlA,5,11,182.96861122966556,313.71548303658045,496.684094266246
SmolLM_CtrlA,5,12,179.58379752091014,312.15235975902056,491.7361572799307
SmolLM_CtrlA,5,13,184.50683911888098,308.9689823125454,493.47582143142637
SmolLM_CtrlA,5,14,173.62288867169306,308.8411239517011,482.4640126233942
SmolLM_CtrlA,5,15,173.1556775617681,310.14873259151807,483.3044101532862
SmolLM_CtrlA,5,16,182.746252018894,312.75577345290526,495.50202547179924
SmolLM_CtrlA,5,17,170.4314815184628,312.55577002352715,482.98725154198996
SmolLM_CtrlA,5,18,166.54985221093526,308.23875942603325,474.78861163696854
SmolLM_CtrlA,5,19,181.14870418345185,311.4683690551498,492.6170732386017
SmolLM_CtrlA,5,20,175.02302024930177,311.72800268222613,486.7510229315279
SmolLM_CtrlA,5,21,174.18804451946644,313.97692864086366,488.1649731603301
SmolLM_CtrlA,5,22,180.9170622092828,316.14458779271393,497.0616500019967
SmolLM_CtrlA,5,23,196.18859197987754,317.0203500467281,513.2089420266057
SmolLM_CtrlA,5,24,185.43264707586553,320.4380577087013,505.87070478456684
SmolLM_CtrlA,5,25,189.29819502738266,321.2449719937263,510.54316702110896
